Tarih	Urun	SatisNetTutar	Kur	Sicaklik
2014-09-23	Sebze	8437.56	2,2272	20,17
2014-09-24	Meyve	6803.66	2,2360	17,00
2014-09-24	Sebze	7737.96	2,2360	17,00
2014-09-25	Meyve	7364.32	2,2366	18,39
2014-09-25	Sebze	8220.27	2,2366	18,39
2014-09-26	Meyve	6581.38	2,2523	18,56
2014-09-26	Sebze	8112.28	2,2523	18,56
2014-09-27	Meyve	11932.18	2,2523	16,17
2014-09-27	Sebze	14309.21	2,2523	16,17
2014-09-28	Meyve	11511.94	2,2541	17,61
2014-09-28	Sebze	13287.51	2,2541	17,61
2014-09-29	Meyve	7054.78	2,2541	18,44
2014-09-29	Sebze	10299.0	2,2541	18,44
2014-09-30	Meyve	6163.43	2,2541	17,28
2014-09-30	Sebze	7942.67	2,2541	17,28
2014-10-01	Meyve	7812.81	2,1884	8,56
2014-10-01	Sebze	11222.32	2,1884	8,56
2014-10-02	Meyve	9827.86	2,2209	12,22
2014-10-02	Sebze	13735.92	2,2209	12,22
2014-10-03	Meyve	10343.36	2,1912	7,89
2014-10-03	Sebze	12348.34	2,1912	7,89
2014-10-04	Meyve	8299.41	2,1084	13,39
2014-10-04	Sebze	10083.32	2,1084	13,39
2014-10-05	Meyve	14921.71	2,0804	13,56
2014-10-05	Sebze	16021.07	2,0804	13,56
2014-10-06	Meyve	9969.4	2,0818	23,17
2014-10-06	Sebze	7162.9	2,0818	23,17
2014-10-07	Meyve	8800.32	2,1275	26,44
2014-10-07	Sebze	7134.19	2,1275	26,44
2014-10-08	Meyve	14486.17	2,1722	26,78
2014-10-08	Sebze	11619.75	2,1722	26,78
2014-10-09	Meyve	7007.07	2,1940	24,22
2014-10-09	Sebze	8368.25	2,1940	24,22
2014-10-10	Meyve	7225.43	2,2864	18,72
2014-10-10	Sebze	9922.9	2,2864	18,72
2014-10-11	Meyve	7603.26	2,2691	15,28
2014-10-11	Sebze	9541.45	2,2691	15,28
2014-10-12	Meyve	7025.98	2,2711	8,11
2014-10-12	Sebze	8852.64	2,2711	8,11
2014-10-13	Meyve	8355.8	2,2773	17,22
2014-10-13	Sebze	10307.66	2,2773	17,22
2014-10-14	Meyve	7757.89	2,2773	17,50
2014-10-14	Sebze	8393.41	2,2773	17,50
2014-10-15	Meyve	7448.24	2,2685	17,94
2014-10-15	Sebze	7967.55	2,2685	17,94
2014-10-16	Meyve	7895.39	2,2680	20,67
2014-10-16	Sebze	8439.34	2,2680	20,67
2014-10-17	Meyve	8405.17	2,2680	20,72
2014-10-17	Sebze	8786.8	2,2680	20,72
2014-10-18	Meyve	13137.45	2,2713	18,72
2014-10-18	Sebze	13906.91	2,2713	18,72
2014-10-19	Meyve	12344.15	2,2493	14,17
2014-10-19	Sebze	12171.88	2,2493	14,17
2014-10-20	Meyve	9726.36	2,2493	13,61
2014-10-20	Sebze	9642.22	2,2493	13,61
2014-10-21	Meyve	8533.49	2,2493	16,28
2014-10-21	Sebze	8089.89	2,2493	16,28
2014-10-22	Meyve	7476.47	2,2436	19,44
2014-10-22	Sebze	7625.4	2,2436	19,44
2014-10-23	Meyve	7652.55	2,2380	21,39
2014-10-23	Sebze	7862.05	2,2380	21,39
2014-10-24	Meyve	8465.1	2,2370	18,89
2014-10-24	Sebze	8538.21	2,2370	18,89
2014-10-25	Meyve	11072.91	2,2362	17,00
2014-10-25	Sebze	12339.23	2,2362	17,00
2014-10-26	Meyve	10788.42	2,2362	14,00
2014-10-26	Sebze	12812.81	2,2362	14,00
2014-10-27	Meyve	7995.68	2,2362	11,50
2014-10-27	Sebze	10200.54	2,2362	11,50
2014-10-28	Meyve	8340.44	2,2362	12,67
2014-10-28	Sebze	11835.19	2,2362	12,67
2014-10-29	Meyve	9172.99	2,2341	15,67
2014-10-29	Sebze	10433.64	2,2341	15,67
2014-10-30	Meyve	8206.34	2,2341	12,61
2014-10-30	Sebze	8997.04	2,2341	12,61
2014-10-31	Meyve	7616.18	2,2341	10,94
2014-10-31	Sebze	9595.23	2,2341	10,94
2014-11-01	Meyve	10875.08	2,1800	9,00
2014-11-01	Sebze	14610.12	2,1800	9,00
2014-11-02	Meyve	7650.8	2,2287	12,33
2014-11-02	Sebze	9567.98	2,2287	12,33
2014-11-03	Meyve	9201.38	2,2158	5,83
2014-11-03	Sebze	11998.94	2,2158	5,83
2014-11-04	Meyve	10382.77	2,1031	10,44
2014-11-04	Sebze	12505.46	2,1031	10,44
2014-11-05	Meyve	13670.5	2,0804	14,94
2014-11-05	Sebze	21778.82	2,0804	14,94
2014-11-06	Meyve	8982.14	2,0904	22,28
2014-11-06	Sebze	6899.73	2,0904	22,28
2014-11-07	Meyve	10207.42	2,1271	27,94
2014-11-07	Sebze	7742.12	2,1271	27,94
2014-11-08	Meyve	9689.07	2,1722	27,61
2014-11-08	Sebze	9215.06	2,1722	27,61
2014-11-09	Meyve	6969.59	2,2062	24,00
2014-11-09	Sebze	7845.05	2,2062	24,00
2014-11-10	Meyve	11808.94	2,2557	18,67
2014-11-10	Sebze	13567.19	2,2557	18,67
2014-11-11	Meyve	6803.38	2,2691	15,28
2014-11-11	Sebze	8252.47	2,2691	15,28
2014-11-12	Meyve	7031.02	2,2575	10,78
2014-11-12	Sebze	8716.56	2,2575	10,78
2014-11-13	Meyve	7064.73	2,2620	15,39
2014-11-13	Sebze	8939.59	2,2620	15,39
2014-11-14	Meyve	7551.98	2,2564	15,67
2014-11-14	Sebze	11300.35	2,2564	15,67
2014-11-15	Meyve	12851.57	2,2434	13,67
2014-11-15	Sebze	14065.22	2,2434	13,67
2014-11-16	Meyve	12838.54	2,2403	12,94
2014-11-16	Sebze	14212.69	2,2403	12,94
2014-11-17	Meyve	7870.21	2,2403	14,72
2014-11-17	Sebze	10492.69	2,2403	14,72
2014-11-18	Meyve	6607.07	2,2403	16,61
2014-11-18	Sebze	8284.46	2,2403	16,61
2014-11-19	Meyve	6462.74	2,2189	18,22
2014-11-19	Sebze	7929.62	2,2189	18,22
2014-11-20	Meyve	6672.28	2,2189	12,72
2014-11-20	Sebze	8739.42	2,2189	12,72
2014-11-21	Meyve	7502.84	2,2301	10,33
2014-11-21	Sebze	9648.82	2,2301	10,33
2014-11-22	Meyve	11337.38	2,2202	7,28
2014-11-22	Sebze	15165.3	2,2202	7,28
2014-11-23	Meyve	11381.26	2,2202	8,72
2014-11-23	Sebze	15474.07	2,2202	8,72
2014-11-24	Meyve	7539.69	2,2202	9,11
2014-11-24	Sebze	10174.32	2,2202	9,11
2014-11-25	Meyve	7304.25	2,2244	8,17
2014-11-25	Sebze	9473.22	2,2244	8,17
2014-11-26	Meyve	7268.4	2,2244	6,72
2014-11-26	Sebze	8639.63	2,2244	6,72
2014-11-27	Meyve	7250.42	2,2266	6,44
2014-11-27	Sebze	9041.2	2,2266	6,44
2014-11-28	Meyve	7341.73	2,2198	8,67
2014-11-28	Sebze	9753.35	2,2198	8,67
2014-11-29	Meyve	12237.84	2,2133	11,94
2014-11-29	Sebze	13975.46	2,2133	11,94
2014-11-30	Meyve	13373.5	2,2087	9,11
2014-11-30	Sebze	15433.26	2,2087	9,11
2014-12-01	Meyve	11159.3	2,1800	8,06
2014-12-01	Sebze	15075.26	2,1800	8,06
2014-12-02	Meyve	7113.43	2,2064	12,83
2014-12-02	Sebze	8433.97	2,2064	12,83
2014-12-03	Meyve	8770.46	2,2260	7,61
2014-12-03	Sebze	10195.77	2,2260	7,61
2014-12-04	Meyve	13353.82	2,1215	10,50
2014-12-04	Sebze	16555.79	2,1215	10,50
2014-12-05	Meyve	11634.04	2,0804	18,00
2014-12-05	Sebze	11761.45	2,0804	18,00
2014-12-06	Meyve	9896.17	2,0952	21,89
2014-12-06	Sebze	7068.36	2,0952	21,89
2014-12-07	Meyve	13910.74	2,1260	26,17
2014-12-07	Sebze	10037.52	2,1260	26,17
2014-12-08	Meyve	7812.05	2,1528	28,06
2014-12-08	Sebze	7285.49	2,1528	28,06
2014-12-09	Meyve	6744.59	2,1963	24,00
2014-12-09	Sebze	7460.64	2,1963	24,00
2014-12-10	Meyve	11835.45	2,2773	17,33
2014-12-10	Sebze	13808.08	2,2773	17,33
2014-12-11	Meyve	6248.91	2,2453	15,50
2014-12-11	Sebze	8181.05	2,2453	15,50
2014-12-12	Meyve	7983.83	2,2589	10,17
2014-12-12	Sebze	9487.48	2,2589	10,17
2014-12-13	Meyve	13008.1	2,2766	9,56
2014-12-13	Sebze	14310.64	2,2766	9,56
2014-12-14	Meyve	13299.0	2,2766	8,89
2014-12-14	Sebze	14398.82	2,2766	8,89
2014-12-15	Meyve	9291.89	2,2766	9,11
2014-12-15	Sebze	11122.79	2,2766	9,11
2014-12-16	Meyve	6236.42	2,2766	9,89
2014-12-16	Sebze	7913.28	2,2766	9,89
2014-12-17	Meyve	7535.81	2,3168	12,39
2014-12-17	Sebze	8669.49	2,3168	12,39
2014-12-18	Meyve	6814.78	2,3654	11,89
2014-12-18	Sebze	8570.56	2,3654	11,89
2014-12-19	Meyve	7583.61	2,3636	9,89
2014-12-19	Sebze	8753.65	2,3636	9,89
2014-12-20	Meyve	11327.9	2,3214	10,56
2014-12-20	Sebze	12561.97	2,3214	10,56
2014-12-21	Meyve	13201.21	2,3205	9,89
2014-12-21	Sebze	14288.66	2,3205	9,89
2014-12-22	Meyve	9465.25	2,3205	7,22
2014-12-22	Sebze	10743.15	2,3205	7,22
2014-12-23	Meyve	6767.23	2,3205	10,22
2014-12-23	Sebze	8542.95	2,3205	10,22
2014-12-24	Meyve	6746.92	2,3154	11,39
2014-12-24	Sebze	8585.96	2,3154	11,39
2014-12-25	Meyve	7258.15	2,3193	12,44
2014-12-25	Sebze	8183.67	2,3193	12,44
2014-12-26	Meyve	7364.4	2,3193	11,83
2014-12-26	Sebze	9943.24	2,3193	11,83
2014-12-27	Meyve	15210.03	2,3166	7,50
2014-12-27	Sebze	15611.42	2,3166	7,50
2014-12-28	Meyve	15336.34	2,3166	7,00
2014-12-28	Sebze	15948.74	2,3166	7,00
2014-12-29	Meyve	12634.88	2,3166	8,11
2014-12-29	Sebze	14405.93	2,3166	8,11
2014-12-30	Meyve	17228.75	2,3166	1,50
2014-12-30	Sebze	18925.14	2,3166	1,50
2014-12-31	Meyve	23436.22	2,3219	3,67
2014-12-31	Sebze	17397.21	2,3219	3,67
2015-01-01	Meyve	5754.21	2,3173	3,22
2015-01-01	Sebze	6749.0	2,3173	3,22
2015-01-02	Meyve	14364.36	2,4159	15,17
2015-01-02	Sebze	19192.81	2,4159	15,17
2015-01-03	Meyve	15017.83	2,5059	8,17
2015-01-03	Sebze	19831.79	2,5059	8,17
2015-01-04	Meyve	8335.08	2,6116	13,17
2015-01-04	Sebze	11126.51	2,6116	13,17
2015-01-05	Meyve	12046.76	2,6540	12,83
2015-01-05	Sebze	16646.55	2,6540	12,83
2015-01-06	Meyve	13308.65	2,6568	20,61
2015-01-06	Sebze	11605.61	2,6568	20,61
2015-01-07	Meyve	9940.07	2,6831	24,28
2015-01-07	Sebze	8332.61	2,6831	24,28
2015-01-08	Meyve	13749.04	2,7820	27,28
2015-01-08	Sebze	11802.27	2,7820	27,28
2015-01-09	Meyve	9641.55	2,9159	27,11
2015-01-09	Sebze	8613.18	2,9159	27,11
2015-01-10	Meyve	12096.98	3,0230	17,39
2015-01-10	Sebze	12093.74	3,0230	17,39
2015-01-11	Meyve	16646.87	2,9129	13,67
2015-01-11	Sebze	15626.87	2,9129	13,67
2015-01-12	Meyve	9809.48	2,9089	12,61
2015-01-12	Sebze	10536.72	2,9089	12,61
2015-01-13	Meyve	9021.38	2,2875	7,11
2015-01-13	Sebze	10552.18	2,2875	7,11
2015-01-14	Meyve	8145.3	2,2762	7,50
2015-01-14	Sebze	9831.45	2,2762	7,50
2015-01-15	Meyve	8073.47	2,2911	6,50
2015-01-15	Sebze	10126.31	2,2911	6,50
2015-01-16	Meyve	8303.31	2,2787	6,39
2015-01-16	Sebze	11811.13	2,2787	6,39
2015-01-17	Meyve	12382.43	2,3068	6,06
2015-01-17	Sebze	15908.14	2,3068	6,06
2015-01-18	Meyve	12051.26	2,3068	8,33
2015-01-18	Sebze	14738.94	2,3068	8,33
2015-01-19	Meyve	9085.33	2,3068	10,39
2015-01-19	Sebze	12603.78	2,3068	10,39
2015-01-20	Meyve	6641.36	2,3366	12,22
2015-01-20	Sebze	10541.78	2,3366	12,22
2015-01-21	Meyve	6810.27	2,3342	12,06
2015-01-21	Sebze	10346.21	2,3342	12,06
2015-01-22	Meyve	6902.11	2,3377	12,50
2015-01-22	Sebze	10616.68	2,3377	12,50
2015-01-23	Meyve	8117.65	2,3449	13,78
2015-01-23	Sebze	11512.41	2,3449	13,78
2015-01-24	Meyve	12511.41	2,3321	12,00
2015-01-24	Sebze	17644.44	2,3321	12,00
2015-01-25	Meyve	11529.23	2,3321	12,28
2015-01-25	Sebze	16545.89	2,3321	12,28
2015-01-26	Meyve	8713.99	2,3321	8,17
2015-01-26	Sebze	13877.87	2,3321	8,17
2015-01-27	Meyve	7554.58	2,3580	8,72
2015-01-27	Sebze	10670.23	2,3580	8,72
2015-01-28	Meyve	7387.53	2,3545	6,22
2015-01-28	Sebze	11804.25	2,3545	6,22
2015-01-29	Meyve	7417.0	2,3604	8,44
2015-01-29	Sebze	11538.19	2,3604	8,44
2015-01-30	Meyve	8062.71	2,3996	10,61
2015-01-30	Sebze	12354.57	2,3996	10,61
2015-01-31	Meyve	13289.26	2,4159	13,22
2015-01-31	Sebze	18502.62	2,4159	13,22
2015-02-01	Meyve	8540.44	2,3253	2,72
2015-02-01	Sebze	10593.41	2,3253	2,72
2015-02-02	Meyve	9937.24	2,4159	11,00
2015-02-02	Sebze	14086.04	2,4159	11,00
2015-02-03	Meyve	10252.38	2,5059	8,22
2015-02-03	Sebze	15940.38	2,5059	8,22
2015-02-04	Meyve	9100.76	2,6116	9,33
2015-02-04	Sebze	12264.27	2,6116	9,33
2015-02-05	Meyve	12056.1	2,6540	16,72
2015-02-05	Sebze	14132.46	2,6540	16,72
2015-02-06	Meyve	11523.39	2,6743	20,50
2015-02-06	Sebze	10307.79	2,6743	20,50
2015-02-07	Meyve	9175.58	2,6734	24,33
2015-02-07	Sebze	8324.03	2,6734	24,33
2015-02-08	Meyve	14404.12	2,7820	27,39
2015-02-08	Sebze	11587.11	2,7820	27,39
2015-02-09	Meyve	10361.72	2,9127	26,22
2015-02-09	Sebze	8870.15	2,9127	26,22
2015-02-10	Meyve	10629.77	3,0153	18,33
2015-02-10	Sebze	12649.39	3,0153	18,33
2015-02-11	Meyve	11414.73	2,9129	13,72
2015-02-11	Sebze	11900.91	2,9129	13,72
2015-02-12	Meyve	9967.21	2,8903	11,06
2015-02-12	Sebze	10637.75	2,8903	11,06
2015-02-13	Meyve	8863.06	2,4869	4,67
2015-02-13	Sebze	15038.68	2,4869	4,67
2015-02-14	Meyve	12882.56	2,4660	6,78
2015-02-14	Sebze	26052.26	2,4660	6,78
2015-02-15	Meyve	12192.63	2,4660	8,28
2015-02-15	Sebze	18172.23	2,4660	8,28
2015-02-16	Meyve	9141.75	2,4660	5,83
2015-02-16	Sebze	14650.84	2,4660	5,83
2015-02-17	Meyve	8548.41	2,4508	0,83
2015-02-17	Sebze	11875.68	2,4508	0,83
2015-02-18	Meyve	8089.12	2,4465	-1,17
2015-02-18	Sebze	10458.29	2,4465	-1,17
2015-02-19	Meyve	10855.56	2,4465	1,56
2015-02-19	Sebze	12465.41	2,4465	1,56
2015-02-20	Meyve	11692.29	2,4401	3,22
2015-02-20	Sebze	13946.58	2,4401	3,22
2015-02-21	Meyve	14556.39	2,4514	5,44
2015-02-21	Sebze	21961.18	2,4514	5,44
2015-02-22	Meyve	14160.32	2,4514	8,00
2015-02-22	Sebze	20948.18	2,4514	8,00
2015-02-23	Meyve	10455.46	2,4514	9,39
2015-02-23	Sebze	15294.31	2,4514	9,39
2015-02-24	Meyve	8444.61	2,4755	11,72
2015-02-24	Sebze	12627.54	2,4755	11,72
2015-02-25	Meyve	8074.93	2,4749	12,28
2015-02-25	Sebze	11580.73	2,4749	12,28
2015-02-26	Meyve	7254.73	2,4581	12,67
2015-02-26	Sebze	11053.98	2,4581	12,67
2015-02-27	Meyve	8818.49	2,4769	12,11
2015-02-27	Sebze	13089.54	2,4769	12,11
2015-02-28	Meyve	14714.28	2,5059	9,17
2015-02-28	Sebze	19217.18	2,5059	9,17
2015-03-01	Meyve	10668.64	2,3433	4,00
2015-03-01	Sebze	13113.78	2,3433	4,00
2015-03-02	Meyve	8031.16	2,4219	8,61
2015-03-02	Sebze	12600.95	2,4219	8,61
2015-03-03	Meyve	8860.82	2,5101	9,22
2015-03-03	Sebze	12782.0	2,5101	9,22
2015-03-04	Meyve	9952.09	2,5920	8,94
2015-03-04	Sebze	13037.97	2,5920	8,94
2015-03-05	Meyve	14616.47	2,6540	16,33
2015-03-05	Sebze	18162.3	2,6540	16,33
2015-03-06	Meyve	10675.63	2,6763	20,72
2015-03-06	Sebze	8863.28	2,6763	20,72
2015-03-07	Meyve	9558.18	2,6973	23,72
2015-03-07	Sebze	8520.91	2,6973	23,72
2015-03-08	Meyve	11645.41	2,7820	27,44
2015-03-08	Sebze	9480.7	2,7820	27,44
2015-03-09	Meyve	9933.44	2,9379	26,11
2015-03-09	Sebze	8090.14	2,9379	26,11
2015-03-10	Meyve	16436.41	3,0215	20,33
2015-03-10	Sebze	15647.14	3,0215	20,33
2015-03-11	Meyve	9866.9	2,8015	13,33
2015-03-11	Sebze	11243.44	2,8015	13,33
2015-03-12	Meyve	9034.36	2,8751	8,67
2015-03-12	Sebze	10772.36	2,8751	8,67
2015-03-13	Meyve	9482.67	2,5871	8,94
2015-03-13	Sebze	13573.1	2,5871	8,94
2015-03-14	Meyve	13965.6	2,6112	8,94
2015-03-14	Sebze	19726.39	2,6112	8,94
2015-03-15	Meyve	15208.59	2,6112	8,28
2015-03-15	Sebze	21835.76	2,6112	8,28
2015-03-16	Meyve	10513.27	2,6112	8,28
2015-03-16	Sebze	15635.41	2,6112	8,28
2015-03-17	Meyve	8777.95	2,6190	7,17
2015-03-17	Sebze	12191.2	2,6190	7,17
2015-03-18	Meyve	9211.71	2,6132	5,00
2015-03-18	Sebze	12491.03	2,6132	5,00
2015-03-19	Meyve	9041.81	2,6160	5,72
2015-03-19	Sebze	12192.78	2,6160	5,72
2015-03-20	Meyve	9293.37	2,5908	5,44
2015-03-20	Sebze	13248.47	2,5908	5,44
2015-03-21	Meyve	16010.49	2,5920	6,44
2015-03-21	Sebze	21119.72	2,5920	6,44
2015-03-22	Meyve	15428.27	2,5920	9,61
2015-03-22	Sebze	18272.88	2,5920	9,61
2015-03-23	Meyve	10983.04	2,5920	9,33
2015-03-23	Sebze	13729.14	2,5920	9,33
2015-03-24	Meyve	9605.28	2,5920	8,61
2015-03-24	Sebze	12329.45	2,5920	8,61
2015-03-25	Meyve	7717.25	2,5487	10,44
2015-03-25	Sebze	11334.61	2,5487	10,44
2015-03-26	Meyve	8866.11	2,5537	15,00
2015-03-26	Sebze	12157.79	2,5537	15,00
2015-03-27	Meyve	10284.5	2,5537	16,22
2015-03-27	Sebze	13844.41	2,5537	16,22
2015-03-28	Meyve	14921.83	2,6089	12,94
2015-03-28	Sebze	20258.35	2,6089	12,94
2015-03-29	Meyve	14872.8	2,6089	12,72
2015-03-29	Sebze	22222.34	2,6089	12,72
2015-03-30	Meyve	10668.02	2,6089	12,06
2015-03-30	Sebze	16548.29	2,6089	12,06
2015-03-31	Meyve	9322.37	2,6089	11,83
2015-03-31	Sebze	13164.91	2,6089	11,83
2015-04-01	Meyve	14007.24	2,3433	7,06
2015-04-01	Sebze	15588.12	2,3433	7,06
2015-04-02	Meyve	7422.76	2,4133	10,28
2015-04-02	Sebze	10751.69	2,4133	10,28
2015-04-03	Meyve	8687.56	2,5169	7,50
2015-04-03	Sebze	11646.51	2,5169	7,50
2015-04-04	Meyve	14159.6	2,5887	8,17
2015-04-04	Sebze	20443.75	2,5887	8,17
2015-04-05	Meyve	11997.58	2,6540	19,06
2015-04-05	Sebze	16495.45	2,6540	19,06
2015-04-06	Meyve	10702.25	2,6794	22,94
2015-04-06	Sebze	9093.57	2,6794	22,94
2015-04-07	Meyve	14981.74	2,6857	22,50
2015-04-07	Sebze	12400.2	2,6857	22,50
2015-04-08	Meyve	9812.0	2,7717	27,56
2015-04-08	Sebze	8782.93	2,7717	27,56
2015-04-09	Meyve	11456.82	2,9540	25,94
2015-04-09	Sebze	9292.37	2,9540	25,94
2015-04-10	Meyve	16535.09	3,0215	20,72
2015-04-10	Sebze	16080.11	3,0215	20,72
2015-04-11	Meyve	9049.03	2,8265	13,61
2015-04-11	Sebze	10084.89	2,8265	13,61
2015-04-12	Meyve	9400.4	2,8794	9,00
2015-04-12	Sebze	10945.77	2,8794	9,00
2015-04-13	Meyve	11200.5	2,6225	12,50
2015-04-13	Sebze	17265.7	2,6225	12,50
2015-04-14	Meyve	8638.76	2,6445	12,28
2015-04-14	Sebze	13307.66	2,6445	12,28
2015-04-15	Meyve	8797.81	2,6706	12,00
2015-04-15	Sebze	12448.84	2,6706	12,00
2015-04-16	Meyve	8944.47	2,6946	12,89
2015-04-16	Sebze	11797.64	2,6946	12,89
2015-04-17	Meyve	9769.54	2,6950	15,67
2015-04-17	Sebze	13744.9	2,6950	15,67
2015-04-18	Meyve	14205.16	2,6802	16,11
2015-04-18	Sebze	19621.44	2,6802	16,11
2015-04-19	Meyve	18137.9	2,6802	10,00
2015-04-19	Sebze	22931.67	2,6802	10,00
2015-04-20	Meyve	12507.48	2,6802	9,89
2015-04-20	Sebze	16983.69	2,6802	9,89
2015-04-21	Meyve	9977.53	2,6888	9,94
2015-04-21	Sebze	12697.64	2,6888	9,94
2015-04-22	Meyve	8936.15	2,6972	7,89
2015-04-22	Sebze	13559.36	2,6972	7,89
2015-04-23	Meyve	12632.51	2,6860	8,11
2015-04-23	Sebze	16772.9	2,6860	8,11
2015-04-24	Meyve	8511.14	2,6860	12,39
2015-04-24	Sebze	12862.1	2,6860	12,39
2015-04-25	Meyve	13153.24	2,7201	14,00
2015-04-25	Sebze	18186.69	2,7201	14,00
2015-04-26	Meyve	13684.18	2,7201	14,61
2015-04-26	Sebze	18240.75	2,7201	14,61
2015-04-27	Meyve	11316.63	2,7201	16,56
2015-04-27	Sebze	14859.38	2,7201	16,56
2015-04-28	Meyve	8973.14	2,7224	20,33
2015-04-28	Sebze	11178.95	2,7224	20,33
2015-04-29	Meyve	9337.66	2,6754	17,33
2015-04-29	Sebze	11985.84	2,6754	17,33
2015-04-30	Meyve	9145.81	2,6625	14,50
2015-04-30	Sebze	11426.99	2,6625	14,50
2015-05-01	Meyve	11707.12	2,3433	4,50
2015-05-01	Sebze	14734.95	2,3433	4,50
2015-05-02	Meyve	7683.32	2,4081	13,56
2015-05-02	Sebze	11063.27	2,4081	13,56
2015-05-03	Meyve	7757.04	2,5391	9,56
2015-05-03	Sebze	11560.73	2,5391	9,56
2015-05-04	Meyve	14566.33	2,5887	10,44
2015-05-04	Sebze	21483.52	2,5887	10,44
2015-05-05	Meyve	9356.38	2,7090	20,39
2015-05-05	Sebze	12080.99	2,7090	20,39
2015-05-06	Meyve	12891.98	2,6912	20,67
2015-05-06	Sebze	10020.47	2,6912	20,67
2015-05-07	Meyve	13106.7	2,6857	23,17
2015-05-07	Sebze	11626.58	2,6857	23,17
2015-05-08	Meyve	11391.88	2,7669	27,89
2015-05-08	Sebze	8498.71	2,7669	27,89
2015-05-09	Meyve	14364.0	2,9753	25,67
2015-05-09	Sebze	11669.81	2,9753	25,67
2015-05-10	Meyve	10809.98	3,0215	20,33
2015-05-10	Sebze	10975.12	3,0215	20,33
2015-05-11	Meyve	8929.55	2,8342	14,00
2015-05-11	Sebze	9634.19	2,8342	14,00
2015-05-12	Meyve	13759.61	2,8901	8,22
2015-05-12	Sebze	15193.76	2,8901	8,22
2015-05-13	Meyve	11786.16	2,6871	18,17
2015-05-13	Sebze	11998.1	2,6871	18,17
2015-05-14	Meyve	9821.59	2,6512	17,61
2015-05-14	Sebze	9626.12	2,6512	17,61
2015-05-15	Meyve	10327.82	2,6135	20,28
2015-05-15	Sebze	10413.33	2,6135	20,28
2015-05-16	Meyve	15007.81	2,5853	21,44
2015-05-16	Sebze	14460.18	2,5853	21,44
2015-05-17	Meyve	16469.96	2,5853	21,50
2015-05-17	Sebze	15014.62	2,5853	21,50
2015-05-18	Meyve	13485.83	2,5853	21,28
2015-05-18	Sebze	12837.74	2,5853	21,28
2015-05-19	Meyve	14945.47	2,5763	20,89
2015-05-19	Sebze	12712.72	2,5763	20,89
2015-05-20	Meyve	12939.04	2,5763	19,00
2015-05-20	Sebze	12612.83	2,5763	19,00
2015-05-21	Meyve	11169.9	2,6000	18,39
2015-05-21	Sebze	10167.24	2,6000	18,39
2015-05-22	Meyve	19332.36	2,5651	19,22
2015-05-22	Sebze	10877.04	2,5651	19,22
2015-05-23	Meyve	16095.02	2,5894	20,89
2015-05-23	Sebze	13601.9	2,5894	20,89
2015-05-24	Meyve	16829.28	2,5894	22,61
2015-05-24	Sebze	14672.41	2,5894	22,61
2015-05-25	Meyve	15395.26	2,5894	21,44
2015-05-25	Sebze	14283.34	2,5894	21,44
2015-05-26	Meyve	11980.23	2,6045	22,50
2015-05-26	Sebze	10384.57	2,6045	22,50
2015-05-27	Meyve	11654.43	2,6260	19,83
2015-05-27	Sebze	9666.16	2,6260	19,83
2015-05-28	Meyve	11854.18	2,6405	17,17
2015-05-28	Sebze	10162.58	2,6405	17,17
2015-05-29	Meyve	12032.86	2,6514	17,67
2015-05-29	Sebze	10484.19	2,6514	17,67
2015-05-30	Meyve	17375.54	2,6568	18,56
2015-05-30	Sebze	12857.46	2,6568	18,56
2015-05-31	Meyve	17502.09	2,6568	19,17
2015-05-31	Sebze	12972.54	2,6568	19,17
2015-06-01	Meyve	8709.98	2,3433	2,61
2015-06-01	Sebze	10088.77	2,3433	2,61
2015-06-02	Meyve	6978.26	2,4424	10,61
2015-06-02	Sebze	12749.32	2,4424	10,61
2015-06-03	Meyve	8608.32	2,5798	11,83
2015-06-03	Sebze	13191.17	2,5798	11,83
2015-06-04	Meyve	11519.74	2,5887	12,61
2015-06-04	Sebze	16702.46	2,5887	12,61
2015-06-05	Meyve	9420.83	2,7076	21,22
2015-06-05	Sebze	11189.74	2,7076	21,22
2015-06-06	Meyve	16842.08	2,6617	21,17
2015-06-06	Sebze	14019.45	2,6617	21,17
2015-06-07	Meyve	11504.89	2,6857	23,83
2015-06-07	Sebze	9614.23	2,6857	23,83
2015-06-08	Meyve	10591.52	2,7828	28,22
2015-06-08	Sebze	8595.71	2,7828	28,22
2015-06-09	Meyve	15881.36	2,9753	28,17
2015-06-09	Sebze	12579.14	2,9753	28,17
2015-06-10	Meyve	9478.1	2,9903	18,28
2015-06-10	Sebze	10300.75	2,9903	18,28
2015-06-11	Meyve	9712.81	2,8659	15,11
2015-06-11	Sebze	11070.86	2,8659	15,11
2015-06-12	Meyve	14422.28	2,8901	8,50
2015-06-12	Sebze	16560.96	2,8901	8,50
2015-06-13	Meyve	14236.61	2,7115	24,28
2015-06-13	Sebze	10840.93	2,7115	24,28
2015-06-14	Meyve	13321.58	2,7115	23,33
2015-06-14	Sebze	11313.31	2,7115	23,33
2015-06-15	Meyve	12656.12	2,7115	24,78
2015-06-15	Sebze	11425.45	2,7115	24,78
2015-06-16	Meyve	10368.75	2,7305	24,61
2015-06-16	Sebze	10352.78	2,7305	24,61
2015-06-17	Meyve	12230.26	2,7389	23,50
2015-06-17	Sebze	11005.81	2,7389	23,50
2015-06-18	Meyve	12689.56	2,7325	21,94
2015-06-18	Sebze	11150.18	2,7325	21,94
