Tarih	Urun	SatisNetTutar	Kur	Sicaklik
2015-06-19	Meyve	11219.65	2,7102	20,44
2015-06-19	Sebze	10477.27	2,7102	20,44
2015-06-20	Meyve	15122.4	2,7125	21,17
2015-06-20	Sebze	11995.01	2,7125	21,17
2015-06-21	Meyve	15420.45	2,7125	23,72
2015-06-21	Sebze	11973.89	2,7125	23,72
2015-06-22	Meyve	11140.93	2,7125	20,56
2015-06-22	Sebze	10280.77	2,7125	20,56
2015-06-23	Meyve	10538.07	2,6767	21,89
2015-06-23	Sebze	9623.15	2,6767	21,89
2015-06-24	Meyve	9672.73	2,6691	21,94
2015-06-24	Sebze	9005.54	2,6691	21,94
2015-06-25	Meyve	10020.21	2,6751	21,78
2015-06-25	Sebze	8735.46	2,6751	21,78
2015-06-26	Meyve	15916.81	2,6619	22,44
2015-06-26	Sebze	9035.47	2,6619	22,44
2015-06-27	Meyve	21116.43	2,6568	21,89
2015-06-27	Sebze	13120.6	2,6568	21,89
2015-06-28	Meyve	13953.29	2,6568	23,06
2015-06-28	Sebze	13828.35	2,6568	23,06
2015-06-29	Meyve	10986.53	2,6568	22,56
2015-06-29	Sebze	10193.52	2,6568	22,56
2015-06-30	Meyve	10027.94	2,6844	22,89
2015-06-30	Sebze	9050.23	2,6844	22,89
2015-07-01	Meyve	8002.01	2,3261	-2,78
2015-07-01	Sebze	8101.56	2,3261	-2,78
2015-07-02	Meyve	14827.4	2,4325	6,39
2015-07-02	Sebze	20054.17	2,4325	6,39
2015-07-03	Meyve	15574.31	2,5962	8,67
2015-07-03	Sebze	22816.64	2,5962	8,67
2015-07-04	Meyve	9195.33	2,5656	7,33
2015-07-04	Sebze	13995.73	2,5656	7,33
2015-07-05	Meyve	9684.57	2,7053	20,78
2015-07-05	Sebze	11254.58	2,7053	20,78
2015-07-06	Meyve	16834.91	2,6617	21,33
2015-07-06	Sebze	13987.57	2,6617	21,33
2015-07-07	Meyve	8517.81	2,6880	25,39
2015-07-07	Sebze	8222.61	2,6880	25,39
2015-07-08	Meyve	10370.51	2,7811	28,22
2015-07-08	Sebze	8025.29	2,7811	28,22
2015-07-09	Meyve	13400.48	2,9753	24,94
2015-07-09	Sebze	10377.17	2,9753	24,94
2015-07-10	Meyve	9818.18	2,9858	19,11
2015-07-10	Sebze	9957.1	2,9858	19,11
2015-07-11	Meyve	16101.35	2,8704	14,50
2015-07-11	Sebze	16004.59	2,8704	14,50
2015-07-12	Meyve	9641.37	2,8901	9,83
2015-07-12	Sebze	11153.62	2,8901	9,83
2015-07-13	Meyve	8268.67	2,6588	24,39
2015-07-13	Sebze	7567.11	2,6588	24,39
2015-07-14	Meyve	6194.39	2,6537	24,06
2015-07-14	Sebze	5671.25	2,6537	24,06
2015-07-15	Meyve	6812.36	2,6345	24,67
2015-07-15	Sebze	7025.45	2,6345	24,67
2015-07-16	Meyve	12011.09	2,6358	25,94
2015-07-16	Sebze	12076.78	2,6358	25,94
2015-07-17	Meyve	3571.8	2,6358	25,44
2015-07-17	Sebze	3268.51	2,6358	25,44
2015-07-18	Meyve	6563.41	2,6358	25,89
2015-07-18	Sebze	5764.4	2,6358	25,89
2015-07-19	Meyve	14040.73	2,6358	26,22
2015-07-19	Sebze	12512.85	2,6358	26,22
2015-07-20	Meyve	11806.69	2,6358	25,50
2015-07-20	Sebze	10493.81	2,6358	25,50
2015-07-21	Meyve	10038.6	2,6738	25,83
2015-07-21	Sebze	9543.35	2,6738	25,83
2015-07-22	Meyve	8909.31	2,6850	26,00
2015-07-22	Sebze	9175.09	2,6850	26,00
2015-07-23	Meyve	9153.26	2,7021	25,78
2015-07-23	Sebze	8832.56	2,7021	25,78
2015-07-24	Meyve	9452.89	2,7175	25,83
2015-07-24	Sebze	8405.4	2,7175	25,83
2015-07-25	Meyve	11668.69	2,7352	25,22
2015-07-25	Sebze	10853.93	2,7352	25,22
2015-07-26	Meyve	12990.99	2,7352	27,06
2015-07-26	Sebze	12423.35	2,7352	27,06
2015-07-27	Meyve	11845.38	2,7352	28,61
2015-07-27	Sebze	10046.65	2,7352	28,61
2015-07-28	Meyve	10138.32	2,7548	29,83
2015-07-28	Sebze	8697.96	2,7548	29,83
2015-07-29	Meyve	9997.56	2,7532	30,61
2015-07-29	Sebze	7577.17	2,7532	30,61
2015-07-30	Meyve	10105.64	2,7615	29,67
2015-07-30	Sebze	7872.4	2,7615	29,67
2015-07-31	Meyve	9797.16	2,7726	28,11
2015-07-31	Sebze	8016.02	2,7726	28,11
2015-08-01	Meyve	8961.47	2,3239	-3,50
2015-08-01	Sebze	9658.38	2,3239	-3,50
2015-08-02	Meyve	14504.95	2,4325	5,17
2015-08-02	Sebze	20773.75	2,4325	5,17
2015-08-03	Meyve	16586.94	2,5962	8,00
2015-08-03	Sebze	22978.3	2,5962	8,00
2015-08-04	Meyve	7797.89	2,5771	8,06
2015-08-04	Sebze	12773.68	2,5771	8,06
2015-08-05	Meyve	10913.73	2,6981	16,33
2015-08-05	Sebze	13890.24	2,6981	16,33
2015-08-06	Meyve	11987.73	2,6617	19,44
2015-08-06	Sebze	10957.05	2,6617	19,44
2015-08-07	Meyve	8605.26	2,6773	26,78
2015-08-07	Sebze	8487.17	2,6773	26,78
2015-08-08	Meyve	13941.34	2,7771	27,56
2015-08-08	Sebze	10303.92	2,7771	27,56
2015-08-09	Meyve	10531.91	3,0264	24,28
2015-08-09	Sebze	8822.64	3,0264	24,28
2015-08-10	Meyve	8935.69	2,9359	18,44
2015-08-10	Sebze	8840.71	2,9359	18,44
2015-08-11	Meyve	16771.21	2,8704	12,89
2015-08-11	Sebze	16387.01	2,8704	12,89
2015-08-12	Meyve	7715.01	2,8877	11,28
2015-08-12	Sebze	9737.07	2,8877	11,28
2015-08-13	Meyve	11011.66	2,7756	28,00
2015-08-13	Sebze	8459.04	2,7756	28,00
2015-08-14	Meyve	10521.54	2,7811	27,89
2015-08-14	Sebze	8026.84	2,7811	27,89
2015-08-15	Meyve	14820.09	2,8296	27,94
2015-08-15	Sebze	9381.53	2,8296	27,94
2015-08-16	Meyve	16901.82	2,8296	29,11
2015-08-16	Sebze	11748.14	2,8296	29,11
2015-08-17	Meyve	13702.69	2,8296	28,94
2015-08-17	Sebze	8999.37	2,8296	28,94
2015-08-18	Meyve	11733.61	2,8296	27,94
2015-08-18	Sebze	8063.2	2,8296	27,94
2015-08-19	Meyve	10758.28	2,8710	28,22
2015-08-19	Sebze	7993.09	2,8710	28,22
2015-08-20	Meyve	9987.55	2,8989	28,00
2015-08-20	Sebze	7182.89	2,8989	28,00
2015-08-21	Meyve	10078.68	2,9656	27,17
2015-08-21	Sebze	7933.52	2,9656	27,17
2015-08-22	Meyve	16646.08	2,9136	25,78
2015-08-22	Sebze	10528.58	2,9136	25,78
2015-08-23	Meyve	17792.35	2,9136	23,89
2015-08-23	Sebze	13645.97	2,9136	23,89
2015-08-24	Meyve	12662.71	2,9136	24,67
2015-08-24	Sebze	9725.21	2,9136	24,67
2015-08-25	Meyve	10938.97	2,9456	26,28
2015-08-25	Sebze	8533.34	2,9456	26,28
2015-08-26	Meyve	10151.45	2,9238	25,50
2015-08-26	Sebze	7931.4	2,9238	25,50
2015-08-27	Meyve	10626.77	2,9326	25,28
2015-08-27	Sebze	8455.8	2,9326	25,28
2015-08-28	Meyve	10207.14	2,9079	25,67
2015-08-28	Sebze	8285.07	2,9079	25,67
2015-08-29	Meyve	15281.29	2,9126	26,61
2015-08-29	Sebze	11273.6	2,9126	26,61
2015-08-30	Meyve	16072.66	2,9126	26,56
2015-08-30	Sebze	12664.69	2,9126	26,56
2015-08-31	Meyve	12382.89	2,9126	26,06
2015-08-31	Sebze	10668.34	2,9126	26,06
2015-09-01	Meyve	9577.39	2,3060	-0,39
2015-09-01	Sebze	12119.79	2,3060	-0,39
2015-09-02	Meyve	10264.94	2,4325	3,94
2015-09-02	Sebze	16338.1	2,4325	3,94
2015-09-03	Meyve	10406.6	2,5962	8,00
2015-09-03	Sebze	14453.85	2,5962	8,00
2015-09-04	Meyve	8621.49	2,5859	8,78
2015-09-04	Sebze	13181.96	2,5859	8,78
2015-09-05	Meyve	13515.14	2,6841	17,11
2015-09-05	Sebze	16510.47	2,6841	17,11
2015-09-06	Meyve	10148.11	2,7675	20,39
2015-09-06	Sebze	7977.43	2,7675	20,39
2015-09-07	Meyve	8833.65	2,6875	25,78
2015-09-07	Sebze	7841.69	2,6875	25,78
2015-09-08	Meyve	15493.1	2,7771	27,83
2015-09-08	Sebze	11831.64	2,7771	27,83
2015-09-09	Meyve	10060.37	3,0124	23,78
2015-09-09	Sebze	9727.06	3,0124	23,78
2015-09-10	Meyve	10277.74	2,9336	18,06
2015-09-10	Sebze	9882.93	2,9336	18,06
2015-09-11	Meyve	10853.03	2,8704	14,61
2015-09-11	Sebze	14151.66	2,8704	14,61
2015-09-12	Meyve	8370.35	2,9103	12,06
2015-09-12	Sebze	9737.94	2,9103	12,06
2015-09-13	Meyve	16661.56	3,0320	22,72
2015-09-13	Sebze	14884.14	3,0320	22,72
2015-09-14	Meyve	11340.63	3,0320	23,11
2015-09-14	Sebze	10681.27	3,0320	23,11
2015-09-15	Meyve	9375.82	3,0578	23,33
2015-09-15	Sebze	8888.38	3,0578	23,33
2015-09-16	Meyve	8162.42	3,0414	23,33
2015-09-16	Sebze	8372.25	3,0414	23,33
2015-09-17	Meyve	7143.48	3,0098	24,00
2015-09-17	Sebze	8305.56	3,0098	24,00
2015-09-18	Meyve	8388.63	3,0122	23,94
2015-09-18	Sebze	8693.1	3,0122	23,94
2015-09-19	Meyve	12223.36	2,9940	24,17
2015-09-19	Sebze	10995.62	2,9940	24,17
2015-09-20	Meyve	11403.97	2,9940	23,11
2015-09-20	Sebze	10928.06	2,9940	23,11
2015-09-21	Meyve	8735.83	2,9940	23,33
2015-09-21	Sebze	9449.74	2,9940	23,33
2015-09-22	Meyve	9009.65	2,9957	23,61
2015-09-22	Sebze	9789.18	2,9957	23,61
2015-09-23	Meyve	13816.94	3,0048	23,11
2015-09-23	Sebze	14583.6	3,0048	23,11
2015-09-24	Meyve	4089.15	3,0048	23,11
2015-09-24	Sebze	4042.45	3,0048	23,11
2015-09-25	Meyve	5792.89	3,0048	24,44
2015-09-25	Sebze	6515.86	3,0048	24,44
2015-09-26	Meyve	9741.47	3,0048	24,06
2015-09-26	Sebze	9267.98	3,0048	24,06
2015-09-27	Meyve	14062.23	3,0048	25,00
2015-09-27	Sebze	15650.6	3,0048	25,00
2015-09-28	Meyve	15410.0	3,0048	22,94
2015-09-28	Sebze	14922.86	3,0048	22,94
2015-09-29	Meyve	12109.73	3,0048	18,17
2015-09-29	Sebze	12042.37	3,0048	18,17
2015-09-30	Meyve	12375.18	3,0412	16,50
2015-09-30	Sebze	13350.08	3,0412	16,50
2015-10-01	Meyve	16153.54	2,2989	5,94
2015-10-01	Sebze	19180.52	2,2989	5,94
2015-10-02	Meyve	7887.04	2,4325	1,83
2015-10-02	Sebze	12396.13	2,4325	1,83
2015-10-03	Meyve	8855.1	2,6029	7,50
2015-10-03	Sebze	12261.62	2,6029	7,50
2015-10-04	Meyve	9255.61	2,5923	9,89
2015-10-04	Sebze	15929.06	2,5923	9,89
2015-10-05	Meyve	14575.21	2,6841	17,39
2015-10-05	Sebze	21933.42	2,6841	17,39
2015-10-06	Meyve	9517.09	2,7458	20,39
2015-10-06	Sebze	7845.55	2,7458	20,39
2015-10-07	Meyve	8489.91	2,6732	25,72
2015-10-07	Sebze	7795.23	2,6732	25,72
2015-10-08	Meyve	11485.76	2,7771	26,06
2015-10-08	Sebze	9824.86	2,7771	26,06
2015-10-09	Meyve	9626.46	3,0018	25,72
2015-10-09	Sebze	8885.51	3,0018	25,72
2015-10-10	Meyve	15101.95	2,8940	19,28
2015-10-10	Sebze	13273.23	2,8940	19,28
2015-10-11	Meyve	9277.18	2,9172	14,72
2015-10-11	Sebze	10098.6	2,9172	14,72
2015-10-12	Meyve	6984.24	2,9087	10,89
2015-10-12	Sebze	8684.08	2,9087	10,89
2015-10-13	Meyve	10514.47	2,9213	14,11
2015-10-13	Sebze	10554.85	2,9213	14,11
2015-10-14	Meyve	8691.13	2,9400	17,22
2015-10-14	Sebze	8927.71	2,9400	17,22
2015-10-15	Meyve	8924.85	2,9395	17,44
2015-10-15	Sebze	9952.03	2,9395	17,44
2015-10-16	Meyve	8723.78	2,8820	18,72
2015-10-16	Sebze	9846.24	2,8820	18,72
2015-10-17	Meyve	16122.63	2,8906	18,50
2015-10-17	Sebze	14929.99	2,8906	18,50
2015-10-18	Meyve	16877.12	2,8906	18,17
2015-10-18	Sebze	15652.91	2,8906	18,17
2015-10-19	Meyve	11696.16	2,8906	18,22
2015-10-19	Sebze	13378.44	2,8906	18,22
2015-10-20	Meyve	10453.53	2,8861	18,89
2015-10-20	Sebze	9660.12	2,8861	18,89
2015-10-21	Meyve	8710.08	2,8934	16,11
2015-10-21	Sebze	9304.17	2,8934	16,11
2015-10-22	Meyve	8056.52	2,8934	17,28
2015-10-22	Sebze	9227.44	2,8934	17,28
2015-10-23	Meyve	9758.24	2,8870	16,00
2015-10-23	Sebze	10277.25	2,8870	16,00
2015-10-24	Meyve	14732.47	2,8647	13,72
2015-10-24	Sebze	16110.28	2,8647	13,72
2015-10-25	Meyve	14953.16	2,8647	14,22
2015-10-25	Sebze	14265.83	2,8647	14,22
2015-10-26	Meyve	9670.95	2,8647	14,83
2015-10-26	Sebze	10539.1	2,8647	14,83
2015-10-27	Meyve	8653.37	2,8889	14,83
2015-10-27	Sebze	9280.08	2,8889	14,83
2015-10-28	Meyve	11059.61	2,8923	14,00
2015-10-28	Sebze	11290.55	2,8923	14,00
2015-10-29	Meyve	11587.12	2,8923	14,94
2015-10-29	Sebze	12090.86	2,8923	14,94
2015-10-30	Meyve	9944.02	2,8923	15,11
2015-10-30	Sebze	11366.46	2,8923	15,11
2015-10-31	Meyve	15466.05	2,9129	14,11
2015-10-31	Sebze	14645.02	2,9129	14,11
2015-11-01	Meyve	14928.13	2,2989	10,06
2015-11-01	Sebze	16096.91	2,2989	10,06
2015-11-02	Meyve	8620.59	2,4779	1,67
2015-11-02	Sebze	12351.44	2,4779	1,67
2015-11-03	Meyve	8457.16	2,6252	7,83
2015-11-03	Sebze	12321.84	2,6252	7,83
2015-11-04	Meyve	13982.12	2,6225	9,22
2015-11-04	Sebze	20564.21	2,6225	9,22
2015-11-05	Meyve	12950.38	2,6841	17,61
2015-11-05	Sebze	16511.49	2,6841	17,61
2015-11-06	Meyve	10557.26	2,7337	21,33
2015-11-06	Sebze	8357.68	2,7337	21,33
2015-11-07	Meyve	13139.22	2,6588	24,72
2015-11-07	Sebze	11464.88	2,6588	24,72
2015-11-08	Meyve	10529.01	2,7771	25,28
2015-11-08	Sebze	8032.83	2,7771	25,28
2015-11-09	Meyve	10647.94	3,0381	26,06
2015-11-09	Sebze	8974.77	3,0381	26,06
2015-11-10	Meyve	17671.94	2,8940	19,89
2015-11-10	Sebze	18540.77	2,8940	19,89
2015-11-11	Meyve	8668.81	2,9084	15,94
2015-11-11	Sebze	9382.15	2,9084	15,94
2015-11-12	Meyve	9948.76	2,9079	8,78
2015-11-12	Sebze	11808.51	2,9079	8,78
2015-11-13	Meyve	9352.17	2,8748	15,61
2015-11-13	Sebze	11234.16	2,8748	15,61
2015-11-14	Meyve	14078.35	2,8666	13,89
2015-11-14	Sebze	15975.81	2,8666	13,89
2015-11-15	Meyve	14871.86	2,8666	13,89
2015-11-15	Sebze	16574.17	2,8666	13,89
2015-11-16	Meyve	11294.74	2,8666	13,72
2015-11-16	Sebze	13723.33	2,8666	13,72
2015-11-17	Meyve	8132.0	2,8755	13,61
2015-11-17	Sebze	10195.9	2,8755	13,61
2015-11-18	Meyve	8421.92	2,8699	13,61
2015-11-18	Sebze	9812.21	2,8699	13,61
2015-11-19	Meyve	8436.28	2,8628	14,44
2015-11-19	Sebze	10716.9	2,8628	14,44
2015-11-20	Meyve	12464.17	2,8471	14,78
2015-11-20	Sebze	11372.19	2,8471	14,78
2015-11-21	Meyve	15835.56	2,8283	17,83
2015-11-21	Sebze	16509.12	2,8283	17,83
2015-11-22	Meyve	17153.59	2,8283	19,28
2015-11-22	Sebze	17565.36	2,8283	19,28
2015-11-23	Meyve	10909.41	2,8283	18,28
2015-11-23	Sebze	15857.44	2,8283	18,28
2015-11-24	Meyve	7460.16	2,8283	16,56
2015-11-24	Sebze	11163.91	2,8283	16,56
2015-11-25	Meyve	8524.91	2,8669	15,89
2015-11-25	Sebze	9939.32	2,8669	15,89
2015-11-26	Meyve	8527.64	2,8793	15,72
2015-11-26	Sebze	10555.33	2,8793	15,72
2015-11-27	Meyve	9498.83	2,8989	15,94
2015-11-27	Sebze	10807.52	2,8989	15,94
2015-11-28	Meyve	15518.35	2,9175	14,33
2015-11-28	Sebze	16014.68	2,9175	14,33
2015-11-29	Meyve	15808.28	2,9175	10,94
2015-11-29	Sebze	16176.76	2,9175	10,94
2015-11-30	Meyve	11331.35	2,9175	9,83
2015-11-30	Sebze	12319.65	2,9175	9,83
2015-12-01	Meyve	10953.02	2,2989	6,39
2015-12-01	Sebze	12265.8	2,2989	6,39
2015-12-02	Meyve	7816.48	2,4879	2,94
2015-12-02	Sebze	13506.47	2,4879	2,94
2015-12-03	Meyve	8830.57	2,6173	7,94
2015-12-03	Sebze	12002.53	2,6173	7,94
2015-12-04	Meyve	14963.21	2,6225	11,56
2015-12-04	Sebze	20307.73	2,6225	11,56
2015-12-05	Meyve	10436.13	2,6930	17,61
2015-12-05	Sebze	11769.33	2,6930	17,61
2015-12-06	Meyve	10078.43	2,7369	22,56
2015-12-06	Sebze	8078.2	2,7369	22,56
2015-12-07	Meyve	11978.33	2,6588	24,89
2015-12-07	Sebze	10820.91	2,6588	24,89
2015-12-08	Meyve	10677.16	2,7655	27,39
2015-12-08	Sebze	7373.39	2,7655	27,39
2015-12-09	Meyve	15198.14	3,0320	21,94
2015-12-09	Sebze	13758.85	3,0320	21,94
2015-12-10	Meyve	11811.09	2,8940	20,17
2015-12-10	Sebze	11500.46	2,8940	20,17
2015-12-11	Meyve	8560.95	2,8891	15,94
2015-12-11	Sebze	9797.35	2,8891	15,94
2015-12-12	Meyve	13231.34	2,9435	7,89
2015-12-12	Sebze	16803.84	2,9435	7,89
2015-12-13	Meyve	14030.05	2,9435	7,22
2015-12-13	Sebze	16261.27	2,9435	7,22
2015-12-14	Meyve	10798.39	2,9435	9,78
2015-12-14	Sebze	13095.13	2,9435	9,78
2015-12-15	Meyve	9384.71	2,9646	10,11
2015-12-15	Sebze	11469.66	2,9646	10,11
2015-12-16	Meyve	8181.66	2,9646	9,00
2015-12-16	Sebze	10282.77	2,9646	9,00
2015-12-17	Meyve	8947.11	2,9610	8,94
2015-12-17	Sebze	11243.47	2,9610	8,94
2015-12-18	Meyve	9916.54	2,9290	8,61
2015-12-18	Sebze	12302.08	2,9290	8,61
2015-12-19	Meyve	13638.58	2,9209	9,22
2015-12-19	Sebze	15927.67	2,9209	9,22
2015-12-20	Meyve	16447.09	2,9209	8,94
2015-12-20	Sebze	18157.8	2,9209	8,94
2015-12-21	Meyve	11446.1	2,9209	7,72
2015-12-21	Sebze	13790.06	2,9209	7,72
2015-12-22	Meyve	13178.3	2,9048	9,00
2015-12-22	Sebze	10384.09	2,9048	9,00
2015-12-23	Meyve	8424.01	2,9228	8,06
2015-12-23	Sebze	10072.78	2,9228	8,06
2015-12-24	Meyve	8598.56	2,9242	9,22
2015-12-24	Sebze	11718.48	2,9242	9,22
2015-12-25	Meyve	9281.87	2,9167	9,28
2015-12-25	Sebze	13052.59	2,9167	9,28
2015-12-26	Meyve	15175.63	2,9103	9,89
2015-12-26	Sebze	18349.45	2,9103	9,89
2015-12-27	Meyve	15676.62	2,9103	9,33
2015-12-27	Sebze	17124.27	2,9103	9,33
2015-12-28	Meyve	10464.27	2,9103	8,61
2015-12-28	Sebze	13654.74	2,9103	8,61
2015-12-29	Meyve	14635.43	2,9103	8,67
2015-12-29	Sebze	19096.55	2,9103	8,67
2015-12-30	Meyve	21476.82	2,9064	3,00
2015-12-30	Sebze	26760.49	2,9064	3,00
2015-12-31	Meyve	24991.3	2,9056	-0,72
2015-12-31	Sebze	20813.53	2,9056	-0,72
2016-01-01	Meyve	6934.59	2,9161	-1,67
2016-01-01	Sebze	8596.88	2,9161	-1,67
2016-01-02	Meyve	11684.17	2,9588	11,44
2016-01-02	Sebze	14966.2	2,9588	11,44
2016-01-03	Meyve	9568.85	2,9591	15,17
2016-01-03	Sebze	11231.08	2,9591	15,17
2016-01-04	Meyve	11314.33	2,8229	15,22
2016-01-04	Sebze	12649.87	2,8229	15,22
2016-01-05	Meyve	23314.01	2,7994	14,44
2016-01-05	Sebze	18758.87	2,7994	14,44
2016-01-06	Meyve	15422.69	2,9494	23,94
2016-01-06	Sebze	9614.38	2,9494	23,94
2016-01-07	Meyve	10426.77	2,8828	26,33
2016-01-07	Sebze	7865.89	2,8828	26,33
2016-01-08	Meyve	13523.28	3,0104	28,33
2016-01-08	Sebze	11433.39	3,0104	28,33
2016-01-09	Meyve	9910.68	2,9523	24,89
2016-01-09	Sebze	8401.51	2,9523	24,89
2016-01-10	Meyve	14716.23	2,9983	22,11
2016-01-10	Sebze	14649.88	2,9983	22,11
2016-01-11	Meyve	8578.52	3,1003	9,72
2016-01-11	Sebze	10619.11	3,1003	9,72
2016-01-12	Meyve	8944.91	3,4150	3,89
2016-01-12	Sebze	11266.26	3,4150	3,89
2016-01-13	Meyve	8373.59	3,0301	10,83
2016-01-13	Sebze	10313.63	3,0301	10,83
2016-01-14	Meyve	9712.92	3,0117	8,72
2016-01-14	Sebze	11542.33	3,0117	8,72
2016-01-15	Meyve	10491.0	3,0252	9,94
2016-01-15	Sebze	11755.4	3,0252	9,94
2016-01-16	Meyve	15132.98	3,0341	12,78
2016-01-16	Sebze	18652.13	3,0341	12,78
2016-01-17	Meyve	17504.43	3,0341	9,11
2016-01-17	Sebze	21573.61	3,0341	9,11
2016-01-18	Meyve	12405.54	3,0341	-0,39
2016-01-18	Sebze	15673.0	3,0341	-0,39
2016-01-19	Meyve	10282.05	3,0341	0,39
2016-01-19	Sebze	12372.29	3,0341	0,39
2016-01-20	Meyve	9611.14	3,0222	3,94
2016-01-20	Sebze	12051.28	3,0222	3,94
2016-01-21	Meyve	9394.03	3,0475	5,00
2016-01-21	Sebze	12932.8	3,0475	5,00
2016-01-22	Meyve	11594.88	3,0366	2,56
2016-01-22	Sebze	15225.99	3,0366	2,56
2016-01-23	Meyve	16579.89	3,0086	1,00
2016-01-23	Sebze	19171.2	3,0086	1,00
2016-01-24	Meyve	16767.7	3,0086	0,33
2016-01-24	Sebze	19095.21	3,0086	0,33
2016-01-25	Meyve	11655.41	3,0086	0,50
2016-01-25	Sebze	15730.05	3,0086	0,50
2016-01-26	Meyve	9630.0	3,0076	2,06
2016-01-26	Sebze	11923.17	3,0076	2,06
2016-01-27	Meyve	10045.66	3,0187	4,89
2016-01-27	Sebze	12483.84	3,0187	4,89
2016-01-28	Meyve	10093.71	2,9957	8,06
2016-01-28	Sebze	12830.55	2,9957	8,06
2016-01-29	Meyve	10310.08	2,9767	9,22
2016-01-29	Sebze	13512.7	2,9767	9,22
2016-01-30	Meyve	14830.85	2,9588	8,72
2016-01-30	Sebze	20155.52	2,9588	8,72
2016-01-31	Meyve	15029.24	2,9588	9,00
2016-01-31	Sebze	19337.3	2,9588	9,00
2016-02-01	Meyve	12784.58	2,9161	-0,94
2016-02-01	Sebze	15048.37	2,9161	-0,94
2016-02-02	Meyve	8564.32	2,9650	10,39
2016-02-02	Sebze	11865.08	2,9650	10,39
2016-02-03	Meyve	8683.92	2,9430	13,89
2016-02-03	Sebze	10874.4	2,9430	13,89
2016-02-04	Meyve	16044.91	2,8177	12,56
2016-02-04	Sebze	18831.18	2,8177	12,56
2016-02-05	Meyve	17805.2	2,7994	14,89
2016-02-05	Sebze	15897.0	2,7994	14,89
2016-02-06	Meyve	14652.11	2,9468	24,61
2016-02-06	Sebze	9778.14	2,9468	24,61
2016-02-07	Meyve	13769.97	2,8826	26,83
2016-02-07	Sebze	9515.15	2,8826	26,83
2016-02-08	Meyve	12598.06	2,9776	27,94
2016-02-08	Sebze	8730.89	2,9776	27,94
2016-02-09	Meyve	9573.51	2,9537	24,83
2016-02-09	Sebze	9199.16	2,9537	24,83
2016-02-10	Meyve	15177.66	2,9983	20,67
2016-02-10	Sebze	15262.72	2,9983	20,67
2016-02-11	Meyve	8670.56	3,0959	11,17
2016-02-11	Sebze	9650.14	3,0959	11,17
2016-02-12	Meyve	9729.11	3,4459	7,67
2016-02-12	Sebze	11953.85	3,4459	7,67
2016-02-13	Meyve	17700.68	2,9208	13,22
2016-02-13	Sebze	20012.63	2,9208	13,22
2016-02-14	Meyve	15342.99	2,9208	13,78
2016-02-14	Sebze	25513.28	2,9208	13,78
2016-02-15	Meyve	11934.62	2,9208	16,28
2016-02-15	Sebze	14475.65	2,9208	16,28
2016-02-16	Meyve	9742.53	2,9420	16,56
2016-02-16	Sebze	10681.88	2,9420	16,56
2016-02-17	Meyve	9332.64	2,9496	12,00
2016-02-17	Sebze	11038.06	2,9496	12,00
2016-02-18	Meyve	12137.61	2,9618	9,22
2016-02-18	Sebze	11903.48	2,9618	9,22
2016-02-19	Meyve	13806.85	2,9585	8,39
2016-02-19	Sebze	13975.31	2,9585	8,39
2016-02-20	Meyve	15736.5	2,9637	8,17
2016-02-20	Sebze	19456.41	2,9637	8,17
2016-02-21	Meyve	16760.28	2,9637	7,56
2016-02-21	Sebze	19612.73	2,9637	7,56
2016-02-22	Meyve	10296.35	2,9637	8,94
2016-02-22	Sebze	13636.68	2,9637	8,94
2016-02-23	Meyve	9177.52	2,9428	11,28
2016-02-23	Sebze	11696.76	2,9428	11,28
2016-02-24	Meyve	8710.63	2,9337	12,28
2016-02-24	Sebze	11663.12	2,9337	12,28
2016-02-25	Meyve	9130.1	2,9365	9,17
2016-02-25	Sebze	11682.7	2,9365	9,17
2016-02-26	Meyve	10940.65	2,9274	11,33
2016-02-26	Sebze	12837.56	2,9274	11,33
2016-02-27	Meyve	15506.49	2,9272	11,67
2016-02-27	Sebze	18285.48	2,9272	11,67
2016-02-28	Meyve	15261.25	2,9272	10,11
2016-02-28	Sebze	19040.44	2,9272	10,11
2016-02-29	Meyve	9673.93	2,9272	9,61
2016-02-29	Sebze	13697.39	2,9272	9,61
2016-03-01	Meyve	15311.2	2,9161	1,89
2016-03-01	Sebze	18433.32	2,9161	1,89
2016-03-02	Meyve	8849.03	2,9503	12,67
2016-03-02	Sebze	10601.1	2,9503	12,67
2016-03-03	Meyve	9290.97	2,9351	10,72
2016-03-03	Sebze	12885.93	2,9351	10,72
2016-03-04	Meyve	16275.86	2,8177	12,67
2016-03-04	Sebze	18069.8	2,8177	12,67
2016-03-05	Meyve	14082.37	2,7908	16,28
2016-03-05	Sebze	12427.14	2,7908	16,28
2016-03-06	Meyve	16809.8	2,9372	22,11
2016-03-06	Sebze	10534.19	2,9372	22,11
2016-03-07	Meyve	10621.51	2,8826	26,67
2016-03-07	Sebze	8181.22	2,8826	26,67
2016-03-08	Meyve	12665.27	2,9905	27,28
2016-03-08	Sebze	8208.85	2,9905	27,28
2016-03-09	Meyve	14169.83	2,9565	24,17
2016-03-09	Sebze	11403.54	2,9565	24,17
2016-03-10	Meyve	11368.56	2,9983	20,78
2016-03-10	Sebze	12850.96	2,9983	20,78
2016-03-11	Meyve	8031.98	3,1095	15,72
2016-03-11	Sebze	8421.14	3,1095	15,72
2016-03-12	Meyve	15078.44	3,5042	6,61
2016-03-12	Sebze	15356.06	3,5042	6,61
